"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"23",5,7,0,3,0,0,0,0,0,4,2,3,2,4,1,1,1,10,2,0,1,0,1,1,5,2,10,3,2,7,1,0,1,11,1,4,3,1,0,1,1,1,0,13,1,2,1,0,2,8,5,2,0,7,15,9,2,4,3,2,9,17,0,1,1,2,5,11,6,0,5,8,0,1,1,1,6,2,2,0,1,3,0,4,0,11,0,15,6,1,0,2,0,0,1,6,1,2,2,1,0,0,6,11,0,9,2,9,7,0,1,1,2,13,8,0,2,0,1,7,4,2,2,9,9,2,3,6,16,2,1,9,1,1,3,1,0,18,0,2,1,6,1,0,1,2,4,1,4,13,5,4,24,1,10,15,0,3,1,6,1,0,2,1,1,6,5,1,12,0,1,1,2,8,9,1,0,3,5,5,1,3,0,6,1,0,13,1,9,2,14,2,0,5,3,1,1,4,1,1,2,0,1,1,1,2,1,4,1,2,5,1,0,1,1,2,5,3,0,12,1,5,2,0,2,0,1,3,8,0,1,1,2,2,15,3,0,2,1,3,1,2,3,1,1,3,1,0,1,3,1,1,4,3,16,13,2,4,5,5,2,11,9,12,2,0,3,2,12,1,0,0,5,12,7,3,2,9,0,2,0,1,0,4,13,7,2,1,1,1,9,4,1,5,1,0,0,4,0,4,1,1,0,1,1,11,1,0,1,4,5,5,1,1,8,2,2,2,13,2,1,1,15,1,2,0,2,1,10,6,1,7,3,2,2,2,1,2,1,2,0,0,3,2,4,13,1,0,4,2,5,0,1,4,3,0,5,0,1,0,2,0,2,8,1,0,0,0,11,1,1,2,1,0,1,7,4,16,2,0,0,0,0,1,0,15,1,3,2,0,7,3,1,1,1,0,2,9,5,0,8,0,4,4,3,3,5,6,0,4,2,1,2,3,7,2,1,1,4,3,6,3,1,10,5,2,1,2,4,4,1,2,14,4,3,3,14,0,0,7,0,3,0,0,1,0,0,5,1,9,3,1,1,0,4,5,12,0,4,1,8,2,1,3,9,12,1,1,0,1,3,0,1,2,3,14,2,4,0,2,9,9,20,0,3,0,1,4,2,7,0,3,1,5,19,0,0,4,1,1
"24",4,9,0,6,2,1,2,0,1,3,0,4,1,6,2,0,2,9,2,1,4,6,2,6,11,7,4,1,1,12,0,1,1,12,1,9,1,1,0,3,3,2,3,9,0,2,2,2,6,3,4,7,0,2,12,5,1,11,0,2,12,15,1,0,1,3,10,9,1,1,6,5,0,0,1,1,5,4,0,0,0,8,0,8,2,15,1,22,9,0,0,1,1,1,0,5,1,0,4,3,1,0,5,8,1,9,1,5,15,0,0,1,4,10,11,0,0,0,4,11,8,0,1,11,5,3,1,2,12,5,5,7,1,3,2,3,1,27,4,2,2,7,3,1,4,0,1,0,2,15,5,1,10,3,15,13,2,1,0,0,3,2,1,2,1,11,2,0,11,2,0,2,0,6,12,0,1,5,6,9,0,0,0,9,1,2,11,0,10,0,13,1,2,1,2,2,1,5,0,3,0,1,1,1,1,3,0,2,3,5,3,1,1,2,0,1,7,1,0,10,3,8,4,0,3,5,0,3,12,1,1,2,1,2,8,3,1,0,0,1,1,3,0,2,3,2,3,1,4,2,1,2,8,4,9,18,3,2,7,3,1,8,4,3,1,3,4,6,4,1,0,0,7,14,1,5,2,7,2,1,0,1,0,3,20,9,1,1,0,1,2,1,0,6,2,0,1,2,3,3,2,1,0,0,0,13,4,0,2,2,7,6,1,1,9,0,5,0,19,0,3,1,8,0,2,0,5,1,13,5,0,2,2,2,7,3,4,0,0,1,2,1,1,1,3,10,1,0,1,0,8,0,0,4,2,0,4,0,2,2,6,1,1,6,2,6,3,2,11,0,3,2,0,0,1,7,6,16,0,0,0,1,1,1,1,14,2,3,4,0,4,2,2,1,2,1,3,8,2,1,5,0,2,2,2,0,7,13,0,2,6,0,3,0,5,2,0,1,4,1,14,1,4,11,2,0,1,2,2,6,2,0,21,0,2,2,19,2,2,9,0,6,0,2,0,11,1,1,0,4,3,5,0,3,9,4,10,3,0,1,9,0,1,1,8,4,0,1,0,2,1,0,0,2,6,17,2,2,1,0,8,10,33,0,1,1,1,6,1,4,1,4,4,5,10,0,0,3,3,0
"25",7,3,3,4,0,2,0,1,0,3,1,7,2,5,3,1,1,6,1,2,0,4,0,1,5,0,7,1,0,7,0,1,0,8,4,5,0,2,4,1,0,2,2,11,0,1,1,2,3,6,3,5,0,2,10,3,3,1,1,1,2,12,2,2,3,2,7,5,3,1,8,5,0,1,0,1,4,1,1,1,1,8,1,5,0,9,2,15,6,3,0,5,0,0,1,11,0,2,0,1,0,0,3,6,3,5,0,3,6,1,1,1,2,5,6,0,1,0,1,7,9,3,1,2,5,1,1,1,8,5,1,5,1,3,1,1,2,17,1,3,2,5,0,0,1,1,2,1,2,9,4,3,13,1,8,5,0,2,1,4,0,0,2,0,0,17,2,2,9,1,2,0,2,7,5,1,0,1,8,4,0,2,2,6,1,0,0,2,7,0,11,3,0,6,2,4,1,4,1,1,0,2,1,1,2,2,0,4,5,2,4,1,0,1,0,5,3,2,1,5,3,5,1,2,4,1,1,2,2,1,3,1,0,1,7,0,0,3,1,2,0,2,0,0,2,3,2,1,1,2,1,2,3,1,8,9,0,3,8,7,2,8,3,4,0,4,3,1,4,3,0,0,3,8,1,2,2,9,4,3,1,2,2,5,13,7,1,0,3,3,5,0,2,1,0,1,1,0,1,3,3,1,1,0,1,3,2,0,0,1,7,4,0,3,6,0,0,3,10,0,0,3,15,0,3,0,5,2,4,5,0,2,1,1,6,1,2,2,2,2,0,1,1,1,1,4,0,1,3,0,9,1,0,2,2,0,0,0,2,2,1,1,2,6,3,1,0,4,9,0,0,0,2,0,1,1,8,14,1,0,0,0,0,2,0,7,2,8,2,0,2,1,4,4,2,0,0,5,1,0,4,1,1,2,1,1,4,10,0,1,1,1,2,3,2,3,2,3,2,2,12,1,0,9,5,1,0,2,2,3,2,0,15,2,2,1,7,0,2,4,2,2,0,3,1,4,0,2,2,2,0,2,3,4,10,3,11,1,1,0,4,3,0,1,8,3,1,3,0,1,3,1,2,4,3,10,2,0,0,1,11,11,17,0,0,1,3,3,4,3,1,2,3,3,13,1,0,2,2,1
"26",3,9,0,1,0,3,1,0,1,6,0,2,1,7,4,1,0,13,1,1,2,4,0,6,5,2,6,0,1,13,0,2,2,11,3,5,2,1,0,1,0,1,0,10,2,0,2,2,6,8,2,3,0,1,11,2,0,1,0,0,8,6,0,0,2,3,5,12,7,1,5,6,1,0,3,0,3,0,1,1,2,8,3,3,1,9,2,10,9,1,3,0,0,0,2,8,2,4,1,0,1,3,3,7,0,16,2,4,7,1,0,2,1,7,20,0,1,1,0,5,19,1,4,6,6,1,1,0,12,1,3,3,1,3,0,3,1,26,1,0,0,7,2,0,2,3,2,1,2,7,8,2,18,4,8,11,0,3,1,3,1,1,0,2,0,11,2,0,10,4,0,0,0,4,6,2,0,1,5,5,1,1,1,3,1,1,8,1,9,0,10,3,1,8,1,1,1,5,0,3,1,0,3,0,2,1,1,2,2,1,5,2,0,3,2,2,3,2,1,6,1,7,2,0,1,2,1,2,7,4,1,2,0,4,10,4,1,0,2,0,2,2,1,0,4,3,2,1,2,1,1,1,7,2,13,9,0,1,8,6,2,5,3,3,2,4,2,6,6,1,0,1,6,11,2,3,1,15,2,0,0,1,0,3,16,6,1,0,0,3,2,2,0,10,3,0,2,2,2,2,2,0,0,1,0,5,2,0,2,3,9,5,0,2,5,2,0,0,13,0,2,2,6,1,3,0,6,2,8,1,2,1,3,1,2,2,2,1,1,4,1,2,2,0,5,7,2,2,4,3,13,1,2,1,6,1,3,0,2,0,3,3,2,8,3,1,0,0,10,1,1,0,3,0,0,10,5,16,0,0,3,3,1,1,0,10,1,8,0,0,5,2,2,0,1,0,3,9,3,1,4,0,1,1,1,1,6,10,1,2,2,1,3,0,3,2,1,0,4,0,8,1,3,13,4,2,0,0,3,5,3,2,13,1,3,2,17,1,4,7,5,5,0,2,1,1,3,2,1,4,1,1,2,1,4,2,10,0,2,2,5,1,3,1,2,7,0,4,0,3,2,1,1,2,3,13,0,2,2,1,1,3,16,4,3,1,1,7,2,1,0,0,4,2,14,2,1,2,5,2
"27",0,9,1,18,1,1,4,1,8,4,6,7,1,0,0,0,1,0,3,0,3,11,1,0,0,1,1,0,14,2,0,0,1,0,4,2,2,7,2,0,0,1,1,6,6,0,4,9,1,5,0,0,1,6,1,1,2,1,0,3,1,3,1,1,6,11,6,4,1,11,1,4,1,5,5,3,2,2,0,0,0,0,2,2,6,2,1,1,2,1,0,0,2,2,9,1,4,2,0,1,7,0,3,6,1,1,1,3,11,0,17,7,4,0,5,0,1,1,1,0,3,3,0,1,1,4,9,3,1,1,0,3,2,2,1,0,3,1,11,10,1,5,9,5,2,0,2,1,1,9,1,1,0,14,0,5,1,15,3,1,2,0,8,1,6,1,6,1,5,4,0,2,0,3,9,3,0,5,7,1,0,2,4,1,2,2,2,0,3,6,2,1,2,1,2,2,6,0,0,3,0,6,1,0,3,0,2,13,10,7,18,1,0,2,4,2,6,4,4,0,6,7,1,0,11,1,0,0,1,1,6,2,2,1,4,1,0,0,2,1,1,10,5,0,20,5,7,1,2,7,1,1,2,9,1,1,5,1,1,0,6,9,1,0,6,3,4,1,1,2,4,0,3,2,4,2,1,4,1,2,1,1,5,1,1,0,2,0,2,1,0,11,4,0,8,2,3,9,1,1,1,5,4,3,5,1,2,6,6,11,6,2,5,10,0,0,7,3,1,1,4,9,7,0,4,0,0,0,0,2,5,3,1,1,2,14,1,1,0,2,2,4,2,2,2,2,1,15,0,14,1,1,5,1,3,8,3,3,0,8,3,1,1,2,2,0,5,4,0,0,8,5,2,0,2,8,10,1,0,4,3,9,1,4,0,5,3,4,9,3,4,1,17,3,1,5,3,0,3,1,1,1,12,2,2,2,3,0,1,7,1,1,3,1,0,2,3,0,0,1,5,4,6,2,1,8,3,0,1,5,6,9,1,2,3,5,1,0,2,2,2,10,0,9,1,2,0,1,2,4,6,0,2,0,1,1,0,6,2,5,2,3,1,1,3,1,2,6,1,11,2,0,0,4,4,1,1,18,0,9,3,2,1,1,8,0,4,1,8,1,7,0,4,0,2,0,4,2,9,1
"28",1,6,0,14,1,4,0,0,7,0,1,11,1,0,4,0,2,1,2,0,3,10,0,0,1,3,2,1,12,4,1,1,1,5,1,1,1,4,1,0,0,1,3,0,7,1,0,12,0,2,1,2,0,1,1,5,0,1,0,2,1,2,2,0,11,15,5,4,0,12,2,6,0,8,4,3,10,1,1,1,3,0,3,2,2,2,1,0,1,2,1,0,0,5,3,1,1,2,1,2,17,3,0,2,0,3,4,0,9,0,18,13,2,0,0,2,1,1,1,1,2,6,2,3,1,2,10,1,0,2,0,1,1,0,1,1,1,5,4,14,3,3,21,6,3,0,1,1,0,3,1,1,1,10,0,3,2,16,2,1,9,1,9,2,12,3,9,1,1,2,1,3,0,2,8,1,0,8,12,3,2,0,3,1,1,1,1,1,1,5,2,4,2,0,1,4,6,0,1,4,0,9,2,0,2,0,1,17,14,9,17,0,2,5,4,0,5,9,5,0,5,12,5,2,8,1,0,0,0,1,5,2,0,3,2,1,1,2,0,1,0,13,7,4,13,8,2,1,4,11,2,1,2,15,2,0,4,3,2,1,9,5,1,0,1,3,3,3,0,0,4,1,1,2,4,2,2,8,4,0,1,3,5,0,1,2,1,2,0,1,3,13,3,0,9,5,1,2,0,2,1,11,3,7,0,0,0,2,5,13,8,0,2,11,1,0,6,2,0,1,5,8,11,2,0,0,1,3,1,4,3,1,4,2,4,8,2,3,1,1,0,3,2,1,1,1,3,13,1,15,1,1,4,3,3,2,0,1,1,12,4,1,4,0,1,2,11,3,2,1,4,2,3,0,2,7,9,1,2,3,12,10,2,11,0,4,0,4,8,2,2,1,16,3,2,2,2,2,4,0,0,2,12,4,2,0,1,2,2,9,2,1,1,0,2,3,3,0,2,2,3,6,6,4,3,8,3,1,1,3,5,11,1,3,5,0,1,0,3,0,0,16,0,7,0,0,2,1,1,4,8,0,2,2,0,2,1,4,11,12,3,0,0,1,2,0,5,4,1,13,2,0,2,4,4,3,3,7,1,5,5,0,1,0,6,0,4,2,11,1,13,2,2,1,3,1,3,1,8,2
"29",1,7,0,28,3,3,3,0,16,2,3,15,0,1,1,0,2,0,1,0,8,14,2,2,0,1,4,0,20,2,1,0,2,2,1,6,0,13,1,0,0,0,1,9,20,2,2,13,2,0,2,1,0,3,1,1,3,2,1,3,1,6,0,0,23,25,8,8,0,12,1,16,0,6,6,0,22,1,0,0,1,0,0,0,2,2,0,2,2,1,1,1,3,2,10,3,3,0,0,10,13,1,3,12,1,1,2,2,8,3,25,12,13,0,1,1,1,0,4,2,1,6,0,2,1,0,8,1,3,3,0,1,5,0,4,1,1,3,8,16,1,5,30,6,5,1,2,1,0,13,2,1,3,21,3,3,1,13,6,2,10,2,10,0,24,2,13,0,3,4,1,3,3,3,14,2,0,8,22,0,3,0,8,2,1,3,2,2,1,19,1,2,7,0,0,3,6,0,0,2,0,9,1,1,2,1,3,10,29,15,36,1,2,5,4,2,9,6,12,1,19,20,0,0,12,5,2,1,0,1,10,7,0,2,1,1,0,0,3,0,1,18,5,1,25,16,12,1,0,21,1,2,1,22,2,0,5,2,2,2,12,9,3,0,4,5,0,7,2,1,5,0,1,2,0,2,1,16,5,0,0,0,12,1,1,3,1,1,1,0,0,23,3,0,29,1,0,2,1,2,2,10,9,18,3,3,2,5,11,12,7,0,4,18,1,0,16,6,1,0,14,16,14,1,1,2,2,2,0,2,12,1,6,2,3,18,7,0,1,3,3,6,4,1,2,1,1,31,0,25,1,0,13,1,4,6,1,0,0,15,2,2,2,0,1,0,8,5,2,2,5,3,1,0,3,7,13,1,1,7,13,22,2,12,1,9,1,4,14,5,2,3,22,8,1,3,2,1,6,2,3,1,24,5,2,7,0,0,0,18,2,0,2,2,0,2,2,0,0,0,4,3,14,0,7,20,4,0,5,10,3,22,1,2,8,1,2,4,3,2,1,13,0,24,0,1,0,1,1,2,16,1,3,0,2,0,0,15,8,10,0,1,1,2,3,4,0,7,1,20,1,0,0,2,8,5,1,25,1,15,20,1,4,0,9,1,14,1,33,0,8,1,1,1,6,2,8,1,21,0
"30",0,5,0,14,1,3,1,0,5,3,3,8,1,1,4,1,1,2,2,1,1,9,1,1,1,4,2,1,22,3,0,0,1,3,1,2,0,7,1,0,0,1,3,7,7,2,1,8,1,2,1,1,0,1,3,0,2,1,0,0,0,1,1,0,8,12,2,5,0,5,1,3,0,11,3,1,10,1,1,3,2,1,2,1,3,4,0,0,0,1,0,1,0,4,3,0,3,1,1,7,11,1,0,7,2,0,2,2,11,1,12,6,5,2,4,0,1,0,1,1,1,2,0,1,0,1,7,0,1,1,0,1,1,3,0,3,2,3,10,7,0,7,20,3,5,0,3,0,1,5,0,0,1,18,2,7,2,13,2,1,9,3,9,3,21,3,5,1,1,3,0,4,0,1,4,1,0,5,15,0,0,1,9,2,0,2,2,1,0,7,1,4,4,0,1,1,7,0,1,4,0,4,1,1,0,1,0,16,17,7,32,0,2,7,3,2,5,0,7,4,8,13,2,1,8,1,0,4,2,2,4,3,3,3,0,1,0,2,2,1,1,10,6,0,16,5,7,0,4,11,2,0,1,14,3,0,5,1,2,3,7,6,0,1,4,9,3,2,0,0,5,1,4,3,4,3,1,8,2,3,1,0,6,0,1,3,2,0,1,1,0,16,1,1,7,2,1,6,3,1,2,4,2,9,1,2,1,3,3,13,6,2,2,7,0,2,6,1,0,2,7,11,7,0,0,0,0,0,1,1,4,2,2,1,1,9,2,0,1,3,2,8,2,0,1,2,2,9,0,13,3,1,11,3,8,5,1,0,2,7,3,2,1,2,1,0,4,4,1,0,6,3,3,2,1,5,11,1,2,8,8,8,2,7,0,6,1,2,9,2,4,2,8,3,0,1,3,1,1,0,2,1,11,3,1,2,2,2,1,6,2,0,3,0,2,2,0,1,0,1,2,4,18,1,6,11,2,1,3,7,8,7,0,4,5,1,1,0,1,0,1,9,1,15,0,2,0,4,0,2,10,0,1,1,1,1,1,13,12,2,2,4,1,0,2,0,5,5,0,11,0,1,1,3,2,3,7,19,1,7,5,2,3,1,4,1,7,2,15,1,10,1,1,1,3,1,6,3,15,0
"31",3,8,3,33,1,4,1,1,13,1,3,11,0,1,3,0,1,0,2,0,5,8,1,1,0,4,1,1,16,4,1,1,0,0,2,4,1,12,2,0,0,0,2,8,10,2,1,15,1,3,0,0,1,3,5,3,0,0,0,1,2,2,1,1,11,23,7,5,0,10,0,10,0,10,1,0,6,0,0,0,4,1,0,0,1,3,2,0,1,0,0,0,0,3,3,1,5,0,2,6,11,2,5,7,1,2,1,1,10,2,18,8,5,0,1,0,1,1,2,3,0,3,0,2,1,3,7,1,1,2,0,1,4,3,0,3,0,2,10,10,2,4,27,3,4,1,2,1,0,5,2,1,1,9,0,7,0,14,2,1,10,0,7,1,13,0,13,1,3,0,1,2,2,2,8,4,0,8,19,1,1,2,2,1,3,4,3,0,2,11,1,2,4,0,0,1,13,0,0,0,0,14,1,2,3,0,1,14,19,8,32,1,0,7,0,3,6,4,8,1,7,14,1,1,11,1,0,1,1,0,4,2,2,3,0,1,0,1,0,0,2,12,8,4,19,7,9,0,0,12,0,2,1,14,3,3,4,2,1,2,10,13,0,0,3,6,3,0,2,1,3,0,1,2,1,3,1,8,3,3,0,2,10,1,1,1,3,1,4,1,2,17,4,1,15,1,0,5,1,0,3,8,6,10,0,0,0,3,12,19,3,2,2,20,2,0,9,3,1,0,8,15,5,0,2,0,1,1,1,3,6,2,2,1,0,10,3,5,1,1,1,5,3,0,4,2,1,24,2,24,3,1,6,2,3,6,5,1,1,7,2,1,1,0,4,4,11,5,1,0,6,5,3,2,1,5,11,0,1,10,11,12,5,3,0,6,0,1,9,0,2,0,25,0,0,3,0,0,1,1,2,0,14,6,2,3,2,3,0,7,3,0,3,2,0,1,0,0,1,0,7,1,7,5,8,11,5,1,2,6,8,14,0,3,10,3,0,0,2,0,4,15,0,16,0,1,0,1,2,3,13,1,0,3,1,0,1,11,9,4,3,0,1,0,2,2,2,7,1,18,0,1,4,1,2,4,1,12,2,18,12,1,0,1,3,0,9,0,9,1,10,2,1,0,2,1,7,1,5,0
"32",1,20,0,55,0,11,0,0,32,3,0,24,1,1,5,0,1,0,1,0,15,28,2,1,3,3,1,0,48,3,2,0,1,1,5,0,2,18,0,0,1,2,3,17,33,2,2,28,0,12,0,0,1,1,3,0,1,1,0,0,1,10,3,3,29,47,16,12,1,24,2,23,0,22,9,1,26,1,2,1,1,4,2,1,14,2,0,4,1,0,0,1,1,8,11,0,7,1,1,18,36,0,3,8,0,1,1,2,22,1,55,37,17,1,3,1,1,0,7,1,1,6,0,1,2,2,30,2,0,2,0,1,12,1,2,3,1,2,26,35,3,13,70,5,9,0,1,3,1,15,0,2,3,36,1,9,0,33,8,0,25,3,24,1,39,4,22,1,0,2,1,12,1,1,23,4,1,21,38,0,0,1,17,0,2,2,2,0,1,39,0,0,6,1,2,1,26,0,0,2,0,19,1,1,0,0,0,58,55,28,70,1,0,9,7,13,24,9,17,0,29,27,1,1,31,0,0,1,1,1,16,5,2,0,0,0,1,1,1,0,1,34,17,2,55,22,17,1,1,39,0,3,0,42,1,0,12,0,1,3,24,20,1,0,10,10,1,0,4,0,11,1,2,3,1,4,4,19,11,4,2,2,24,0,1,4,1,1,1,0,1,50,9,1,28,1,0,9,0,1,1,27,19,28,1,2,2,7,18,38,10,2,12,38,0,3,28,9,2,1,20,45,21,0,5,0,0,0,0,3,12,1,3,4,1,28,7,1,3,0,1,18,14,1,5,1,0,40,0,55,1,0,19,4,4,19,0,2,3,28,1,3,3,1,2,1,26,6,0,1,16,10,10,0,2,25,33,1,3,18,22,28,0,14,0,13,1,10,15,11,1,0,52,9,0,13,1,2,9,0,0,1,33,6,2,6,2,1,0,22,0,0,2,1,0,1,2,2,0,0,11,7,34,1,8,39,8,3,7,17,20,34,1,3,19,1,3,1,1,0,3,30,1,44,1,0,0,0,3,2,24,2,1,0,4,0,2,29,23,18,1,2,1,1,2,0,2,21,1,43,0,0,0,4,12,2,1,57,2,17,15,1,3,1,8,2,14,1,34,3,24,0,3,2,3,1,16,4,30,2
"33",0,49,0,156,3,27,1,1,87,1,2,81,1,0,2,1,2,1,0,0,62,68,2,0,4,2,3,3,170,3,2,2,0,0,2,2,0,89,2,0,1,0,2,41,111,3,0,104,1,21,1,3,1,3,3,5,3,1,2,3,2,26,1,1,82,131,41,36,0,76,3,75,1,95,32,2,79,1,0,1,3,2,1,2,24,1,1,0,3,0,4,1,0,17,18,3,24,1,0,42,102,0,3,39,0,1,2,3,65,2,150,59,46,0,4,2,0,0,29,1,4,22,0,1,1,2,77,0,1,1,1,1,28,0,3,1,3,3,80,93,2,38,185,32,26,1,3,2,2,37,0,0,1,88,1,28,1,115,20,0,80,1,72,1,130,3,73,0,1,1,1,24,2,2,55,1,1,49,108,0,2,0,55,1,2,3,0,2,1,95,1,4,26,0,2,3,106,0,0,0,0,60,1,2,2,0,0,145,144,73,239,0,2,24,19,30,51,24,39,1,62,101,1,0,75,1,0,1,0,4,34,40,4,3,2,0,0,2,5,0,2,98,40,1,160,40,61,0,0,142,0,3,2,124,2,3,16,2,0,0,85,56,1,1,19,18,2,3,0,2,20,0,3,2,3,3,1,53,25,0,1,1,39,0,1,3,0,0,0,1,1,125,22,0,111,3,2,21,0,1,0,70,40,64,3,2,2,30,47,131,29,4,24,135,2,3,106,30,4,3,50,88,59,0,5,1,0,0,0,4,51,1,3,1,2,64,26,0,0,2,1,58,30,1,3,0,1,146,1,155,3,0,65,2,19,55,4,1,1,75,2,0,0,0,1,0,70,31,3,0,53,27,26,1,3,44,114,0,1,50,70,90,0,48,1,36,3,27,32,25,2,3,167,23,1,30,1,0,27,2,3,2,109,21,2,29,2,2,2,56,2,0,0,2,1,4,1,0,1,1,28,24,97,2,22,96,31,0,35,45,48,86,0,4,47,1,0,0,3,2,3,105,1,114,0,1,1,1,1,5,61,1,1,1,3,3,1,62,78,55,0,1,1,2,2,3,0,46,0,131,1,1,2,5,16,3,3,184,0,76,71,5,1,1,62,2,47,0,110,0,92,1,5,1,0,0,48,1,115,2
"34",2,6,1,14,1,1,0,0,5,4,0,6,1,1,2,1,1,1,1,0,3,4,1,1,0,6,1,0,11,2,2,1,1,2,1,2,3,6,0,0,0,0,3,1,5,0,2,9,0,3,0,1,1,3,2,5,2,0,0,1,1,3,2,1,14,11,4,3,0,8,1,9,0,6,7,0,6,2,1,0,4,0,3,1,1,1,0,2,0,0,1,0,1,6,1,2,5,3,0,6,5,0,5,5,1,0,0,0,7,0,11,6,6,0,1,0,3,2,4,1,2,4,2,4,1,0,6,1,0,0,0,1,4,2,0,3,5,1,10,6,2,2,7,2,1,2,3,1,0,6,3,1,2,11,1,1,0,8,1,2,7,1,6,1,7,2,3,2,0,1,0,2,3,5,5,1,1,6,13,1,0,2,2,1,0,1,4,1,2,12,4,5,4,1,1,2,12,0,2,2,1,4,1,0,3,0,0,12,6,6,22,3,0,3,1,5,2,5,4,1,6,11,1,1,11,0,0,3,3,5,6,3,2,3,0,0,0,1,2,1,0,7,5,0,23,8,5,2,0,11,1,0,1,10,0,2,3,0,2,1,3,0,2,0,2,3,3,2,2,1,5,0,1,3,1,1,0,7,1,2,0,1,4,1,2,2,2,1,3,1,2,11,4,0,15,4,0,4,1,1,2,7,7,10,0,2,3,2,8,12,6,1,1,13,2,0,10,0,0,1,3,9,8,0,2,0,1,1,3,2,3,3,1,5,1,5,8,3,1,2,1,5,1,0,6,0,5,9,2,12,2,0,7,3,5,5,5,1,3,7,2,1,1,0,3,1,12,2,0,1,5,1,3,1,1,4,5,0,3,2,12,7,2,2,0,7,2,1,6,5,2,0,11,4,0,2,2,0,3,1,0,2,12,5,2,7,2,2,4,6,2,1,3,0,1,2,0,3,0,2,3,2,11,3,4,9,1,2,1,3,3,6,0,1,3,2,4,1,2,2,3,8,0,4,2,3,3,0,3,4,8,0,0,1,3,1,0,7,9,7,1,0,0,1,0,0,1,3,4,12,3,1,0,4,3,3,1,9,0,9,7,2,3,1,9,0,3,1,16,1,5,0,3,1,2,0,4,3,4,2
